code,parent_code,level,name,kode_pos
51.08.01.2010,51.08.01,4,Patas,81155
51.08.01.2011,51.08.01,4,Pengulon,81155
51.08.01.2012,51.08.01,4,Tinga-tinga,81155
51.08.01.2013,51.08.01,4,Celukanbawang,81155
51.08.01.2014,51.08.01,4,Tukadsumaga,81155
51.08.02,51.08,3,Seririt,
51.08.02.1015,51.08.02,4,Seririt,81153
51.08.02.2001,51.08.02,4,Unggahan,81153
51.08.02.2002,51.08.02,4,Ularan,81153
51.08.02.2003,51.08.02,4,Ringdikit,81153
51.08.02.2004,51.08.02,4,Rangdu,81153
51.08.02.2005,51.08.02,4,Mayong,81153
51.08.02.2006,51.08.02,4,Gunungsari,81153
51.08.02.2007,51.08.02,4,Munduk Bestala,81153
51.08.02.2008,51.08.02,4,Bestala,81153
51.08.02.2009,51.08.02,4,Kalianget,81153
51.08.02.2010,51.08.02,4,Joanyar,81153
51.08.02.2011,51.08.02,4,Tangguwisia,81153
51.08.02.2012,51.08.02,4,Sulanyah,81153
51.08.02.2013,51.08.02,4,Bubunan,81153
51.08.02.2014,51.08.02,4,Patemon,81153
51.08.02.2016,51.08.02,4,Pengastulan,81153
51.08.02.2017,51.08.02,4,Lokapaksa,81153
51.08.02.2018,51.08.02,4,Pangkungparuk,81153
51.08.02.2019,51.08.02,4,Banjarasem,81153
51.08.02.2020,51.08.02,4,Kalisada,81153
51.08.02.2021,51.08.02,4,Umeanyar,81153
51.08.03,51.08,3,Busungbiu,
51.08.03.2001,51.08.03,4,Sepang,81154
51.08.03.2002,51.08.03,4,Dapdap Putih,81154
51.08.03.2003,51.08.03,4,Bongancina,81154
51.08.03.2004,51.08.03,4,Pucaksari,81154
51.08.03.2005,51.08.03,4,Telaga,81154
51.08.03.2006,51.08.03,4,Titab,81154
51.08.03.2007,51.08.03,4,Subuk,81154
51.08.03.2008,51.08.03,4,Tinggarsari,81154
51.08.03.2009,51.08.03,4,Kedis,81154
51.08.03.2010,51.08.03,4,Kekeran,81154
51.08.03.2011,51.08.03,4,Busungbiu,81154
51.08.03.2012,51.08.03,4,Pelapuan,81154
51.08.03.2013,51.08.03,4,Bengkel,81154
51.08.03.2014,51.08.03,4,Umejero,81154
51.08.03.2015,51.08.03,4,Sepang Kelod,81154
51.08.04,51.08,3,Banjar,
51.08.04.2001,51.08.04,4,Banyuseri,81152
51.08.04.2002,51.08.04,4,Tirtasari,81152
51.08.04.2003,51.08.04,4,Kayuputih,81152
51.08.04.2004,51.08.04,4,Banyuatis,81152
51.08.04.2005,51.08.04,4,Gesing,81152
51.08.04.2006,51.08.04,4,Munduk,81152
51.08.04.2007,51.08.04,4,Gobleg,81152
51.08.04.2008,51.08.04,4,Pedawa,81152
51.08.04.2009,51.08.04,4,Cempaga,81152
51.08.04.2010,51.08.04,4,Sidetapa,81152
51.08.04.2011,51.08.04,4,Tampekan,81152
51.08.04.2012,51.08.04,4,Banjar Tegeha,81152
51.08.04.2013,51.08.04,4,Banjar,81152
51.08.04.2014,51.08.04,4,Dencarik,81152
51.08.04.2015,51.08.04,4,Temukus,81152
51.08.04.2016,51.08.04,4,Tigawasa,81152
51.08.04.2017,51.08.04,4,Kaliasem,81152
51.08.05,51.08,3,Sukasada,
51.08.05.1009,51.08.05,4,Sukasada,81161
51.08.05.2001,51.08.05,4,Pancasari,81161
51.08.05.2002,51.08.05,4,Wanagiri,81161
51.08.05.2003,51.08.05,4,Ambengan,81161
51.08.05.2004,51.08.05,4,Gitgit,81161
51.08.05.2005,51.08.05,4,Pegayaman,81161
51.08.05.2006,51.08.05,4,Silangjana,81161
51.08.05.2007,51.08.05,4,Pegadungan,81161
51.08.05.2008,51.08.05,4,Padangbulia,81161
51.08.05.2010,51.08.05,4,Sambangan,81161
51.08.05.2011,51.08.05,4,Panji,81161
51.08.05.2012,51.08.05,4,Panji Anom,81161
51.08.05.2013,51.08.05,4,Tegallinggah,81161
51.08.05.2014,51.08.05,4,Selat,81161
51.08.05.2015,51.08.05,4,Kayuputih,81161
51.08.06,51.08,3,Buleleng,
51.08.06.1006,51.08.06,4,Banyuasri,81116
51.08.06.1007,51.08.06,4,Banjar Tegal,81117
51.08.06.1008,51.08.06,4,Kendran,81112
51.08.06.1009,51.08.06,4,Paket Agung,81118
51.08.06.1010,51.08.06,4,Kampung Singaraja,81111
51.08.06.1011,51.08.06,4,Liligundi,81119
51.08.06.1012,51.08.06,4,Beratan,81119
51.08.06.1019,51.08.06,4,Banyuning,81119
51.08.06.1020,51.08.06,4,Penarukan,81119
51.08.06.1021,51.08.06,4,Kampung Kajanan,81114
51.08.06.1022,51.08.06,4,Astina,81112
51.08.06.1023,51.08.06,4,Banjar Jawa,81113
51.08.06.1024,51.08.06,4,Kaliuntu,81116
51.08.06.1025,51.08.06,4,Kampung Anyar,81115
51.08.06.1026,51.08.06,4,Kampung Bugis,81115
51.08.06.1027,51.08.06,4,Banjar Bali,81113
51.08.06.1029,51.08.06,4,Kampung Baru,81114
51.08.06.2001,51.08.06,4,Kalibukbuk,81119
51.08.06.2002,51.08.06,4,Anturan,81119
51.08.06.2003,51.08.06,4,Tukadmungga,81119
51.08.06.2004,51.08.06,4,Pemaron,81119
51.08.06.2005,51.08.06,4,Baktiseraga,81119
51.08.06.2013,51.08.06,4,Sarimekar,81119
51.08.06.2014,51.08.06,4,Nagasepaha,81119
51.08.06.2015,51.08.06,4,Petandakan,81119
51.08.06.2016,51.08.06,4,Alasangker,81119
51.08.06.2017,51.08.06,4,Poh Bergong,81119
51.08.06.2018,51.08.06,4,Jinengdalem,81119
51.08.06.2028,51.08.06,4,Penglatan,81119
51.08.07,51.08,3,Sawan,
51.08.07.2001,51.08.07,4,Lemukih,81171
51.08.07.2002,51.08.07,4,Galungan,81171
51.08.07.2003,51.08.07,4,Sekumpul,81171
51.08.07.2004,51.08.07,4,Bebetin,81171
51.08.07.2005,51.08.07,4,Sudaji,81171
51.08.07.2006,51.08.07,4,Sawan,81171
51.08.07.2007,51.08.07,4,Menyali,81171
51.08.07.2008,51.08.07,4,Suwug,81171
51.08.07.2009,51.08.07,4,Jagaraga,81171
51.08.07.2010,51.08.07,4,Sinabun,81171
51.08.07.2011,51.08.07,4,Kerobokan,81171
51.08.07.2012,51.08.07,4,Sangsit,81171
51.08.07.2013,51.08.07,4,Bungkulan,81171
51.08.07.2014,51.08.07,4,Giri Emas,81171
51.08.08,51.08,3,Kubutambahan,
51.08.08.2001,51.08.08,4,Tambakan,81172
51.08.08.2002,51.08.08,4,Pakisan,81172
51.08.08.2003,51.08.08,4,Bontihing,81172
51.08.08.2004,51.08.08,4,Tajun,81172
51.08.08.2005,51.08.08,4,Tunjung,81172
51.08.08.2006,51.08.08,4,Depeha,81172
51.08.08.2007,51.08.08,4,Tamblang,81172
51.08.08.2008,51.08.08,4,Bulian,81172
51.08.08.2009,51.08.08,4,Bila,81172
51.08.08.2010,51.08.08,4,Bengkala,81172
51.08.08.2011,51.08.08,4,Kubutambahan,81172
51.08.08.2012,51.08.08,4,Bukti,81172
51.08.08.2013,51.08.08,4,Mengening,81172
51.08.09,51.08,3,Tejakula,
51.08.09.2001,51.08.09,4,Sembiran,81173
51.08.09.2002,51.08.09,4,Pacung,81173
51.08.09.2003,51.08.09,4,Julah,81173
51.08.09.2004,51.08.09,4,Madenan,81173
51.08.09.2005,51.08.09,4,Bondalem,81173
51.08.09.2006,51.08.09,4,Tejakula,81173
51.08.09.2007,51.08.09,4,Les,81173
51.08.09.2008,51.08.09,4,Penuktukan,81173
51.08.09.2009,51.08.09,4,Sambirenteng,81173
51.08.09.2010,51.08.09,4,Tembok,81173
51.71,51,2,Kota Denpasar,
51.71.01,51.71,3,Denpasar Selatan,
51.71.01.1001,51.71.01,4,Serangan,80229
51.71.01.1002,51.71.01,4,Pedungan,80222
51.71.01.1003,51.71.01,4,Sesetan,80223
51.71.01.1004,51.71.01,4,Panjer,80225
51.71.01.1005,51.71.01,4,Renon,80226
51.71.01.1006,51.71.01,4,Sanur,80228
51.71.01.2007,51.71.01,4,Sidakarya,80224
51.71.01.2008,51.71.01,4,Pemogan,80221
51.71.01.2009,51.71.01,4,Sanur Kaja,80227
51.71.01.2010,51.71.01,4,Sanur Kauh,80227
51.71.02,51.71,3,Denpasar Timur,
51.71.02.1003,51.71.02,4,Kesiman,80237
51.71.02.1006,51.71.02,4,Sumerta,80235
51.71.02.1010,51.71.02,4,Dangin Puri,80232
51.71.02.1014,51.71.02,4,Penatih,80238
51.71.02.2001,51.71.02,4,Dangin Puri Kelod,80234
51.71.02.2002,51.71.02,4,Sumerta Kelod,80239
51.71.02.2004,51.71.02,4,Kesiman Petilan,80237
51.71.02.2005,51.71.02,4,Kesiman Kertalangu,80237
51.71.02.2007,51.71.02,4,Sumerta Kaja,80236
51.71.02.2008,51.71.02,4,Sumerta Kauh,80236
51.71.02.2015,51.71.02,4,Penatih Dangin Puri,80238
51.71.03,51.71,3,Denpasar Barat,
51.71.03.1005,51.71.03,4,Dauh Puri,80113
51.71.03.1007,51.71.03,4,Pemecutan,80119
51.71.03.1010,51.71.03,4,Padangsambian,80117
51.71.03.2001,51.71.03,4,Padangsambian Kelod,80117
51.71.03.2002,51.71.03,4,Pemecutan Kelod,80119
51.71.03.2003,51.71.03,4,Dauh Puri Kauh,80113
51.71.03.2004,51.71.03,4,Dauh Puri Kelod,80114
51.71.03.2006,51.71.03,4,Dauh Puri Kangin,80112
51.71.03.2008,51.71.03,4,Tegal Harum,80119
51.71.03.2009,51.71.03,4,Tegal Kertha,80119
51.71.03.2011,51.71.03,4,Padang Sambian Kaja,80117
51.71.04,51.71,3,Denpasar Utara,
51.71.04.1004,51.71.04,4,Tonja,80239
51.71.04.1007,51.71.04,4,Ubung,80116
51.71.04.1009,51.71.04,4,Peguyangan,80115
51.71.04.2001,51.71.04,4,Dangin Puri Kangin,80233
51.71.04.2002,51.71.04,4,Dangin Puri Kauh,80231
51.71.04.2003,51.71.04,4,Dangin Puri Kaja,80231
51.71.04.2005,51.71.04,4,Pemecutan Kaja,80118
51.71.04.2006,51.71.04,4,Dauh Puri Kaja,80111
51.71.04.2008,51.71.04,4,Ubung Kaja,80116
51.71.04.2010,51.71.04,4,Peguyangan Kaja,80115
51.71.04.2011,51.71.04,4,Peguyangan Kangin,80115
52,,1,Nusa Tenggara Barat,
52.01,52,2,Kabupaten Lombok Barat,
52.01.01,52.01,3,Gerung,
52.01.01.1001,52.01.01,4,Gerung Utara,83363
52.01.01.1004,52.01.01,4,Dasan Geres,83363
52.01.01.1011,52.01.01,4,Gerung Selatan,83363
52.01.01.2002,52.01.01,4,Kebon Ayu,83363
52.01.01.2003,52.01.01,4,Gapuk,83363
52.01.01.2005,52.01.01,4,Suka Makmur,83363
52.01.01.2006,52.01.01,4,Banyu Urip,83363
52.01.01.2007,52.01.01,4,Babussalam,83363
52.01.01.2008,52.01.01,4,Dasan Tapen,83363
52.01.01.2009,52.01.01,4,Beleka,83363
52.01.01.2010,52.01.01,4,Tempos,83363
52.01.01.2012,52.01.01,4,Mesanggok,83363
52.01.01.2013,52.01.01,4,Taman Ayu,83363
52.01.01.2014,52.01.01,4,Giri Tembesi,83363
52.01.02,52.01,3,Kediri,
52.01.02.2001,52.01.02,4,Kediri,83362
52.01.02.2002,52.01.02,4,Montong Are,83362
52.01.02.2003,52.01.02,4,Jagaraga Indah,83362
52.01.02.2004,52.01.02,4,Gelogor,83362
52.01.02.2005,52.01.02,4,Rumak,83362
52.01.02.2006,52.01.02,4,Banyumulek,83362
52.01.02.2007,52.01.02,4,Ombe Baru,83362
52.01.02.2008,52.01.02,4,Dasan Baru,83362
52.01.02.2009,52.01.02,4,Kediri Selatan,83362
52.01.02.2010,52.01.02,4,Lelede,83362
52.01.03,52.01,3,Narmada,
52.01.03.2001,52.01.03,4,Lembuak,83370
52.01.03.2002,52.01.03,4,Nyur Lembang,83370
52.01.03.2003,52.01.03,4,Peresak,83370
52.01.03.2004,52.01.03,4,Keru,83370
52.01.03.2005,52.01.03,4,Batu Kuta,83370
52.01.03.2006,52.01.03,4,Tanak Beak,83370
52.01.03.2007,52.01.03,4,Sedau,83370
52.01.03.2008,52.01.03,4,Suranadi,83370
52.01.03.2009,52.01.03,4,Selat,83370
52.01.03.2010,52.01.03,4,Lebah Sempage,83370
52.01.03.2011,52.01.03,4,Sesaot,83370
52.01.03.2012,52.01.03,4,Dasan Tereng,83370
52.01.03.2013,52.01.03,4,Badrain,83370
52.01.03.2014,52.01.03,4,Sembung,83370
52.01.03.2015,52.01.03,4,Krama Jaya,83370
52.01.03.2016,52.01.03,4,Gerimax Indah,83370
52.01.03.2017,52.01.03,4,Pakuan,83370
52.01.03.2018,52.01.03,4,Golong,83370
52.01.03.2019,52.01.03,4,Mekarsari,83370
52.01.03.2020,52.01.03,4,Buwun Sejati,83370
52.01.03.2021,52.01.03,4,Narmada,83370
52.01.07,52.01,3,Sekotong,
52.01.07.2001,52.01.07,4,Sekotong Tengah,83365
52.01.07.2002,52.01.07,4,Sekotong Barat,83365
52.01.07.2003,52.01.07,4,Pelangan,83365
52.01.07.2004,52.01.07,4,Buwun Mas,83365
52.01.07.2005,52.01.07,4,Kedaro,83365
52.01.07.2006,52.01.07,4,Batu Putih,83365
52.01.07.2007,52.01.07,4,Gili Gede Indah,83365
52.01.07.2008,52.01.07,4,Cendi Manik,83365
52.01.07.2009,52.01.07,4,Taman Baru,83365
52.01.08,52.01,3,Labuapi,
52.01.08.2001,52.01.08,4,Bengkel,83361
52.01.08.2002,52.01.08,4,Merembu,83361
52.01.08.2003,52.01.08,4,Bagik Polak,83361
52.01.08.2004,52.01.08,4,Telagawaru,83361
52.01.08.2005,52.01.08,4,Perampuan,83361
52.01.08.2006,52.01.08,4,Bajur,83361
52.01.08.2007,52.01.08,4,Terong Tawah,83361
52.01.08.2008,52.01.08,4,Kuranji,83361
52.01.08.2009,52.01.08,4,Karang Bongkot,83361
52.01.08.2010,52.01.08,4,Labuapi,83361
52.01.08.2011,52.01.08,4,Bagik Polak Barat,83361
52.01.08.2012,52.01.08,4,Kuranji Dalang,83361
52.01.09,52.01,3,Gunungsari,
52.01.09.2001,52.01.09,4,Gunungsari,83351
52.01.09.2002,52.01.09,4,Midang,83351
52.01.09.2003,52.01.09,4,Sesela,83351
52.01.09.2004,52.01.09,4,Kekait,83351
52.01.09.2005,52.01.09,4,Kekeri,83351
52.01.09.2006,52.01.09,4,Mambalan,83351
52.01.09.2007,52.01.09,4,Dopang,83351
52.01.09.2008,52.01.09,4,Penimbung,83351
52.01.09.2009,52.01.09,4,Taman Sari,83351
52.01.09.2010,52.01.09,4,Jatisela,83351
52.01.09.2011,52.01.09,4,Guntur Macan,83351
52.01.09.2012,52.01.09,4,Mekar Sari,83351
52.01.09.2013,52.01.09,4,Ranjok,83351
52.01.09.2014,52.01.09,4,Gelangsar,83351
52.01.09.2015,52.01.09,4,Jeringo,83351
52.01.09.2016,52.01.09,4,Bukittinggi,83351
52.01.12,52.01,3,Lingsar,
52.01.12.2001,52.01.12,4,Lingsar,83371
52.01.12.2002,52.01.12,4,Batu Kumbung,83371
52.01.12.2003,52.01.12,4,Sigerongan,83371
52.01.12.2004,52.01.12,4,Duman,83371
52.01.12.2005,52.01.12,4,Karang Bayan,83371
52.01.12.2006,52.01.12,4,Langko,83371
52.01.12.2007,52.01.12,4,Dasan Geria,83371
52.01.12.2008,52.01.12,4,Peteluan Indah,83371
52.01.12.2009,52.01.12,4,Gegerung,83371
52.01.12.2010,52.01.12,4,Batu Mekar,83371
52.01.12.2011,52.01.12,4,Giri Madia,83371
52.01.12.2012,52.01.12,4,Bug-Bug,83371
52.01.12.2013,52.01.12,4,Gegelang,83371
52.01.12.2014,52.01.12,4,Saribaye,83371
52.01.12.2015,52.01.12,4,Gontoran,83371
52.01.13,52.01,3,Lembar,
52.01.13.2001,52.01.13,4,Lembar,83364
52.01.13.2002,52.01.13,4,Jembatan Kembar,83364
52.01.13.2003,52.01.13,4,Mareje,83364
52.01.13.2004,52.01.13,4,Sekotong Timur,83364
52.01.13.2005,52.01.13,4,Labuan Tereng,83364
52.01.13.2006,52.01.13,4,Jembatan Gantung,83364
52.01.13.2007,52.01.13,4,Lembar Selatan,83364
52.01.13.2008,52.01.13,4,Mareje Timur,83364
52.01.13.2009,52.01.13,4,Jembatan Kembar Timur,83364
52.01.13.2010,52.01.13,4,Eyat Mayang,83364
52.01.14,52.01,3,Batu Layar,
52.01.14.2001,52.01.14,4,Batulayar,83355
52.01.14.2002,52.01.14,4,Meninting,83355
52.01.14.2003,52.01.14,4,Sandik,83355
52.01.14.2004,52.01.14,4,Lembah Sari,83355
52.01.14.2005,52.01.14,4,Senteluk,83355
52.01.14.2006,52.01.14,4,Senggigi,83355
52.01.14.2007,52.01.14,4,Bengkaung,83355
52.01.14.2008,52.01.14,4,Pusuk Lestari,83355
52.01.14.2009,52.01.14,4,Batu Layar Barat,83355
52.01.15,52.01,3,Kuripan,
52.01.15.2001,52.01.15,4,Kuripan,83360
52.01.15.2002,52.01.15,4,Jagaraga,83360
52.01.15.2003,52.01.15,4,Kuripan Utara,83360
52.01.15.2004,52.01.15,4,Kuripan Selatan,83360
52.01.15.2005,52.01.15,4,Kuripan Timur,83360
52.01.15.2006,52.01.15,4,Giri Sasak,83360
52.02,52,2,Kabupaten Lombok Tengah,
52.02.01,52.02,3,Praya,
52.02.01.1001,52.02.01,4,Praya,83511
52.02.01.1002,52.02.01,4,Leneng,83515
52.02.01.1003,52.02.01,4,Gerunung,83514
52.02.01.1004,52.02.01,4,Semayan,83512
52.02.01.1005,52.02.01,4,Perapen,83519
52.02.01.1006,52.02.01,4,Tiwugalih,83518
52.02.01.1007,52.02.01,4,Gonjak,83522
52.02.01.1008,52.02.01,4,Panji Sari,83516
52.02.01.1009,52.02.01,4,Renteng,83521
52.02.01.2010,52.02.01,4,Mertak Tombok,83511
52.02.01.2011,52.02.01,4,Aik Mual,83511
52.02.01.2012,52.02.01,4,Montong Terep,83511
52.02.01.2013,52.02.01,4,Jago,83511
52.02.01.2014,52.02.01,4,Bunut Baok,83511
52.02.01.2015,52.02.01,4,Mekar Damai,83511
52.02.02,52.02,3,Jonggat,
52.02.02.2001,52.02.02,4,Barejulat,83561
52.02.02.2002,52.02.02,4,Ubung,83561
52.02.02.2003,52.02.02,4,Jelantik,83561
52.02.02.2004,52.02.02,4,Labulia,83561
52.02.02.2005,52.02.02,4,Batu Tulis,83561
52.02.02.2006,52.02.02,4,Perina,83561
52.02.02.2007,52.02.02,4,Pengenjek,83561
52.02.02.2008,52.02.02,4,Puyung,83561
52.02.02.2009,52.02.02,4,Nyerot,83561
52.02.02.2010,52.02.02,4,Sukarara,83561
52.02.02.2011,52.02.02,4,Gemel,83561
52.02.02.2012,52.02.02,4,Bonjeruk,83561
52.02.02.2013,52.02.02,4,Bunkate,83561
52.02.03,52.02,3,Batukliang,
52.02.03.2001,52.02.03,4,Bujak,83552
52.02.03.2002,52.02.03,4,Selebung,83552
52.02.03.2003,52.02.03,4,Peresak,83552
52.02.03.2004,52.02.03,4,Mantang,83552
52.02.03.2005,52.02.03,4,Aik Darek,83552
52.02.03.2006,52.02.03,4,Tampak Siring,83552
52.02.03.2007,52.02.03,4,Barabali,83552
52.02.03.2008,52.02.03,4,Beber,83552
52.02.03.2009,52.02.03,4,Pagutan,83552
52.02.03.2010,52.02.03,4,Mekar Bersatu,83552
52.02.03.2011,52.02.03,4,Lendang Tampel,83552
52.02.04,52.02,3,Pujut,
52.02.04.2001,52.02.04,4,Sengkol,83573
52.02.04.2002,52.02.04,4,Segala Anyar,83573
52.02.04.2003,52.02.04,4,Sukadana,83573
52.02.04.2004,52.02.04,4,Teruwai,83573
52.02.04.2005,52.02.04,4,Pengengat,83573
52.02.04.2006,52.02.04,4,Kawo,83573
52.02.04.2007,52.02.04,4,Gapura,83573
52.02.04.2008,52.02.04,4,Rembitan,83573
52.02.04.2009,52.02.04,4,Kuta,83573
52.02.04.2010,52.02.04,4,Pengembur,83573
52.02.04.2011,52.02.04,4,Tumpak,83573
52.02.04.2012,52.02.04,4,Mertak,83573
52.02.04.2013,52.02.04,4,Prabu,83573
52.02.04.2014,52.02.04,4,Tanak Awu,83573
52.02.04.2015,52.02.04,4,Ketara,83573
52.02.04.2016,52.02.04,4,Bangket Parak,83573
52.02.04.2017,52.02.04,4,Dadap,83573
52.02.04.2018,52.02.04,4,Kerame Jati,83573
52.02.05,52.02,3,Praya Barat,
52.02.05.2001,52.02.05,4,Bonder,83572
52.02.05.2002,52.02.05,4,Banyu Urip,83572
52.02.05.2003,52.02.05,4,Mangkung,83572
52.02.05.2004,52.02.05,4,Kateng,83572
52.02.05.2005,52.02.05,4,Setanggor,83572
52.02.05.2006,52.02.05,4,Penujak,83572
52.02.05.2007,52.02.05,4,Selong Belanak,83572
52.02.05.2008,52.02.05,4,Mekar Sari,83572
52.02.05.2009,52.02.05,4,Batujai,83572
52.02.05.2010,52.02.05,4,Tanak Rarang,83572
52.02.06,52.02,3,Praya Timur,
52.02.06.2001,52.02.06,4,Sukaraja,83581
52.02.06.2002,52.02.06,4,Beleka,83581
52.02.06.2003,52.02.06,4,Semoyang,83581
52.02.06.2004,52.02.06,4,Mujur,83581
52.02.06.2005,52.02.06,4,Landah,83581
52.02.06.2006,52.02.06,4,Sengkerang,83581
52.02.06.2007,52.02.06,4,Bilelando,83581
52.02.06.2008,52.02.06,4,Ganti,83581
52.02.06.2009,52.02.06,4,Marong,83581
52.02.06.2010,52.02.06,4,Kidang,83581
52.02.06.2011,52.02.06,4,Beleke Daye,83581
52.02.06.2012,52.02.06,4,Beleke Lebe Sane,83581
52.02.06.2013,52.02.06,4,Pegonak,83581
52.02.06.2014,52.02.06,4,Jero Puri,83581
52.02.07,52.02,3,Janapria,
52.02.07.2001,52.02.07,4,Lekor,83554
52.02.07.2002,52.02.07,4,Langko,83554
52.02.07.2003,52.02.07,4,Janapria,83554
52.02.07.2004,52.02.07,4,Loang Maka,83554
52.02.07.2005,52.02.07,4,Saba,83554
52.02.07.2006,52.02.07,4,Bakan,83554
52.02.07.2007,52.02.07,4,Durian,83554
52.02.07.2008,52.02.07,4,Pendem,83554
52.02.07.2009,52.02.07,4,Selebung Rembiga,83554
52.02.07.2010,52.02.07,4,Kerembong,83554
52.02.07.2011,52.02.07,4,Jango,83554
52.02.07.2012,52.02.07,4,Setuta,83554
52.02.07.2013,52.02.07,4,Prako,83554
52.02.07.2014,52.02.07,4,Tibu Sisok,83554
52.02.07.2015,52.02.07,4,Janggawana,83554
52.02.07.2016,52.02.07,4,Lingkok Berenge,83554
52.02.08,52.02,3,Pringgarata,
52.02.08.2001,52.02.08,4,Pringgarata,83562
52.02.08.2002,52.02.08,4,Sepakek,83562
52.02.08.2003,52.02.08,4,Murbaya,83562
52.02.08.2004,52.02.08,4,Bagu,83562
52.02.08.2005,52.02.08,4,Sintung,83562
52.02.08.2006,52.02.08,4,Bilebante,83562
52.02.08.2007,52.02.08,4,Pemepek,83562
52.02.08.2008,52.02.08,4,Menemeng,83562
52.02.08.2009,52.02.08,4,Arjangka,83562
52.02.08.2010,52.02.08,4,Taman Indah,83562
52.02.08.2011,52.02.08,4,Sisik,83562
52.02.09,52.02,3,Kopang,
52.02.09.2001,52.02.09,4,Lendang Are,83553
52.02.09.2002,52.02.09,4,Monggas,83553
52.02.09.2003,52.02.09,4,Muncan,83553
52.02.09.2004,52.02.09,4,Bebuak,83553
52.02.09.2005,52.02.09,4,Kopang Rembiga,83553
52.02.09.2006,52.02.09,4,Dasan Baru,83553
52.02.09.2007,52.02.09,4,Montong Gamang,83553
52.02.09.2008,52.02.09,4,Darmaji,83553
52.02.09.2009,52.02.09,4,Wajageseng,83553
52.02.09.2010,52.02.09,4,Aik Bual,83553
52.02.09.2011,52.02.09,4,Semparu,83553
52.02.09.2012,52.02.09,4,Berinding,83553
52.02.09.2013,52.02.09,4,Pajangan,83553
52.02.10,52.02,3,Praya Tengah,
52.02.10.1001,52.02.10,4,Gerantung,83523
52.02.10.1002,52.02.10,4,Jontlak,83513
52.02.10.1003,52.02.10,4,Sasake,83582
52.02.10.2004,52.02.10,4,Jurang Jaler ,83582
52.02.10.2005,52.02.10,4,Beraim,83582
52.02.10.2006,52.02.10,4,Batunyala,83582
52.02.10.2007,52.02.10,4,Lajut,83582
52.02.10.2008,52.02.10,4,Pengadang,83582
52.02.10.2009,52.02.10,4,Kelebuh,83582
52.02.10.2010,52.02.10,4,Pejanggik,83582
52.02.10.2011,52.02.10,4,Dakung,83582
52.02.10.2012,52.02.10,4,Prai Meke,83582
52.02.10.2013,52.02.10,4,Lelong,83582
52.02.11,52.02,3,Praya Barat Daya,
52.02.11.2001,52.02.11,4,Montong Sapah,83571
52.02.11.2002,52.02.11,4,Ungga,83571
52.02.11.2003,52.02.11,4,Kabul,83571
52.02.11.2004,52.02.11,4,Pelambik,83571
52.02.11.2005,52.02.11,4,Darek,83571
52.02.11.2006,52.02.11,4,Ranggagata,83571
52.02.11.2007,52.02.11,4,Pandan Indah,83571
52.02.11.2008,52.02.11,4,Serage,83571
52.02.11.2009,52.02.11,4,Montong Ajan,83571
52.02.11.2010,52.02.11,4,Batu Jangkih,83571
52.02.11.2011,52.02.11,4,Teduh,83571
52.02.11.2012,52.02.11,4,Pandan Tinggang,83571
52.02.12,52.02,3,Batukliang Utara,
52.02.12.2001,52.02.12,4,Lantan,83550
52.02.12.2002,52.02.12,4,Setiling,83550
52.02.12.2003,52.02.12,4,Tanak Beak,83550
52.02.12.2004,52.02.12,4,Aik Bukaq,83550
52.02.12.2005,52.02.12,4,Teratak,83550
52.02.12.2006,52.02.12,4,Aik Berik,83550
52.02.12.2007,52.02.12,4,Mas-mas,83550
52.02.12.2008,52.02.12,4,Karang Sidemen,83550
52.03,52,2,Kabupaten Lombok Timur,
52.03.01,52.03,3,Keruak,
52.03.01.2001,52.03.01,4,Tanjung Luar,83673
52.03.01.2002,52.03.01,4,Pijot,83673
52.03.01.2003,52.03.01,4,Selebung Ketangga,83673
52.03.01.2004,52.03.01,4,Sepit,83673
52.03.01.2005,52.03.01,4,Batu Putik,83673
52.03.01.2006,52.03.01,4,Senyiur,83673
52.03.01.2007,52.03.01,4,Keruak,83673
52.03.01.2008,52.03.01,4,Ketapang Raya,83673
52.03.01.2009,52.03.01,4,Pijot Utara,83673
52.03.01.2010,52.03.01,4,Dane Rase,83673
52.03.01.2011,52.03.01,4,Ketangga Jeraeng,83673
52.03.01.2012,52.03.01,4,Mendana Raya,83673
52.03.01.2013,52.03.01,4,Setungkep Lingsar,83673
52.03.01.2014,52.03.01,4,Montong Belae,83673
52.03.01.2015,52.03.01,4,Pulau Maringkik,83673
52.03.02,52.03,3,Sakra,
52.03.02.2001,52.03.02,4,Suwangi,83671
52.03.02.2002,52.03.02,4,Sakra,83671
52.03.02.2003,52.03.02,4,Kabar,83671
52.03.02.2004,52.03.02,4,Rumbuk,83671
52.03.02.2005,52.03.02,4,Keselet,83671
52.03.02.2006,52.03.02,4,Sakra Selatan,83671
52.03.02.2007,52.03.02,4,Rumbuk Timur,83671
52.03.02.2008,52.03.02,4,Suwangi Timur,83671
52.03.02.2009,52.03.02,4,Moyot,83671
52.03.02.2010,52.03.02,4,Songak,83671
52.03.02.2011,52.03.02,4,Peresak,83671
52.03.02.2012,52.03.02,4,Kuang Baru,83671
52.03.03,52.03,3,Terara,
52.03.03.2001,52.03.03,4,Jenggik,83664
52.03.03.2002,52.03.03,4,Rarang,83664
52.03.03.2003,52.03.03,4,Suradadi,83664
52.03.03.2004,52.03.03,4,Santong,83664
52.03.03.2005,52.03.03,4,Terara,83664
52.03.03.2006,52.03.03,4,Sukadana,83664
